1.001060457956350014e+00,1.003671491623765899e+00,1.006302517816062725e+00,1.000266633343463774e+00,1.003927729941340274e+00,1.002499739049199423e+00,9.980004439034734220e-01,1.001523182041489157e+00,9.989950218444396679e-01,1.001361141472405958e+00,9.998573387781201083e-01
9.939125646762788646e-01,9.932057957994960828e-01,9.940598581598846240e-01,9.873168612552051249e-01,9.938709256946381965e-01,9.937305346397138361e-01,9.906397499271041296e-01,9.917060041508543033e-01,9.898519463910019356e-01,9.935137972736184375e-01,9.921557157538296590e-01
9.916086766219291970e-01,9.928267100906964515e-01,9.962214736801793258e-01,9.904404439323782894e-01,9.965227080601318788e-01,9.951325022343976423e-01,9.993157189780370597e-01,9.987379716943243224e-01,9.956561037950798498e-01,1.000585471906850099e+00,9.985521069140268491e-01
1.018790474228247422e+00,1.027053711305824679e+00,1.030120303931113313e+00,1.023707336022189995e+00,1.026166777545898467e+00,1.023619543273165400e+00,1.011286009401842989e+00,1.018490497193067723e+00,1.015515994141864553e+00,1.018971621898479896e+00,1.017265654752111059e+00
1.000139259595709040e+00,1.005173315511618037e+00,1.007177467997141473e+00,1.001092932876618935e+00,1.005874860353188405e+00,1.004679639082041831e+00,9.935969815260186078e-01,9.977041928138551397e-01,9.951185332850516208e-01,9.994224808643962232e-01,9.972518994426808892e-01
9.777790048079828544e-01,9.761017607705284593e-01,9.778007861646087484e-01,9.716368966094501847e-01,9.779581547302645950e-01,9.775300671228790428e-01,9.837716537817153828e-01,9.813217306372790105e-01,9.821111865607320413e-01,9.828626753770909330e-01,9.834899035572248760e-01
1.012182669922035094e+00,1.014392734191156498e+00,1.015092726693388459e+00,1.007631074961812256e+00,1.012447255003015467e+00,1.011811413750099753e+00,9.985014843946399266e-01,1.004373782221601452e+00,1.006676395596517670e+00,1.005410597903485082e+00,1.006453301201401640e+00
9.885746537689360514e-01,9.886195458603095343e-01,9.901830725546021394e-01,9.844011357835350529e-01,9.894476545348241947e-01,9.889911492903927792e-01,9.877962693502635450e-01,9.889583351852814230e-01,9.892910767900204849e-01,9.905322417857204131e-01,9.903113833800644139e-01
9.801346223104110411e-01,9.795361813435544684e-01,9.825239546372392940e-01,9.768148209554351480e-01,9.809384468983106675e-01,9.798531915858909036e-01,9.816250577607068539e-01,9.826088555663750057e-01,9.788110346354008673e-01,9.831709235232594102e-01,9.809754355900734968e-01
9.960488932023534581e-01,1.003976065303503695e+00,1.007384409849600981e+00,1.001678285165006344e+00,1.002975035992505592e+00,1.000547830313626152e+00,1.002519328210115690e+00,1.005714265183470513e+00,1.003409177874904579e+00,1.006405751917296421e+00,1.005046619009080988e+00
1.006814827658757405e+00,1.003371604013687302e+00,1.002670367144469887e+00,9.954807986197501402e-01,1.003408165601494595e+00,1.004397335057218843e+00,9.938011192124750481e-01,9.952710068387923270e-01,9.959574431063269451e-01,9.973789189648895048e-01,9.975842067605100727e-01
9.876587590468655087e-01,9.920112592590788481e-01,9.955604752985232064e-01,9.904544723968474740e-01,9.939515750636498392e-01,9.918601081024828181e-01,9.920486691032164295e-01,9.940512602306431633e-01,9.928805509868197099e-01,9.948403877177359744e-01,9.940415124437155248e-01
9.978921973780492394e-01,1.002293052561502362e+00,1.005297493718865676e+00,9.988988336642369292e-01,1.002436433551616934e+00,1.000536590806358372e+00,9.975788362139301757e-01,9.999746668588083143e-01,1.001016190440870313e+00,1.001146125994236691e+00,1.001882544451214718e+00
9.969082868775650530e-01,1.004037602694368703e+00,1.008938283979427419e+00,1.003770383838288538e+00,1.005345399521317518e+00,1.002292400914105208e+00,9.995932157710673005e-01,1.004450351578495937e+00,9.995729335291677620e-01,1.004691298995360249e+00,1.001833649928207448e+00
9.997507254334058180e-01,9.961653686963961585e-01,9.961032296720250256e-01,9.883384571486079073e-01,9.968442611719308122e-01,9.975083751056840198e-01,9.904224433257005078e-01,9.916833912828947328e-01,9.895080685086238281e-01,9.932017198843696715e-01,9.914798886550291179e-01
1.012519596521082699e+00,1.011136713523277830e+00,1.010146743865961039e+00,1.001506841028755534e+00,1.009373723524071176e+00,1.009977941604487173e+00,1.009033688113404326e+00,1.008796066413567560e+00,1.009754049521893293e+00,1.010426976867987658e+00,1.011060520335646640e+00
1.014838473828148180e+00,1.016668903846223104e+00,1.019034701555505462e+00,1.013071814804267001e+00,1.019373933930731946e+00,1.018440875975528570e+00,1.003630215353534805e+00,1.008867598272202848e+00,1.004565373333735190e+00,1.009324123760505953e+00,1.006624530830152242e+00
1.003379001503790446e+00,1.004970611290436855e+00,1.005906761850383191e+00,9.991467005068446205e-01,1.005144234500736866e+00,1.004815693398111387e+00,9.996914644022033558e-01,1.001627086998908345e+00,1.003333408018628470e+00,1.003066516502968630e+00,1.003737162216858270e+00
1.005937368044683922e+00,1.006670879915384953e+00,1.008048039913013394e+00,1.001589529964545422e+00,1.007111814170269071e+00,1.006560644975620589e+00,9.964334443685731735e-01,1.000807406409149225e+00,9.978509639291485156e-01,1.001233269828438965e+00,9.994360277310370133e-01
1.001428822977030952e+00,1.002690472489200069e+00,1.003762498927767810e+00,9.966879633936160943e-01,1.002693571207782020e+00,1.002312768408479826e+00,1.004299232917146067e+00,1.002922250749300748e+00,1.004642556224455419e+00,1.005410703374010950e+00,1.006335214478888851e+00
1.000124665655702794e+00,1.003272726945421134e+00,1.005132418727469279e+00,9.982303581686499117e-01,1.003393777076849291e+00,1.002313725478639839e+00,9.995565635194250120e-01,1.001778752962626751e+00,9.993619040628916039e-01,1.003156783893753623e+00,1.001527731779677355e+00
9.914957631968953633e-01,9.899271724553216911e-01,9.916721661272365207e-01,9.862306380738761202e-01,9.925910633379793069e-01,9.924227890333452429e-01,9.968476530900184374e-01,9.961531556440944568e-01,9.938647140617337117e-01,9.969357329877106544e-01,9.954799630851713932e-01
9.934340196781160648e-01,9.964266314941160330e-01,9.979772340007319054e-01,9.908226756636175914e-01,9.961975556504212292e-01,9.950252607730935006e-01,9.939455377815711312e-01,9.947675795694974621e-01,9.953186079395190955e-01,9.959435216426050230e-01,9.965025183068846326e-01
1.007189299754448042e+00,1.009125657453113778e+00,1.009671834900157217e+00,1.002080649388622513e+00,1.008746163630554138e+00,1.008327421950561131e+00,9.984151838667499890e-01,1.001342727927496901e+00,1.000278074422999097e+00,1.002509243040392573e+00,1.001836082444260922e+00
9.658056417907187052e-01,9.612580465582888367e-01,9.635977872373717723e-01,9.580149195962220920e-01,9.638462450123279623e-01,9.638490346060233360e-01,9.720549591469558326e-01,9.684763612083987505e-01,9.709463353267125951e-01,9.709196763946394970e-01,9.723269232746235557e-01
