9.943237451932140925e-01,1.005642441000578646e+00,9.993425999177694141e-01,9.960665699444795074e-01,9.980032418352494661e-01,1.002474195298456827e+00,9.980818073780926003e-01,9.982790814497319865e-01,9.992172248011511604e-01,1.000072350634276352e+00
9.997042487650508180e-01,1.001697928279988492e+00,9.974662568911141225e-01,9.963499586532296171e-01,1.003036024405441928e+00,9.973583103411831630e-01,9.992769667702171565e-01,9.989868816574660748e-01,1.000854436611868792e+00,9.967930255347107193e-01
9.993154654065695697e-01,9.969703838153252118e-01,9.951066813651633369e-01,1.000998385031983240e+00,9.963746821908506801e-01,9.957958225849161682e-01,9.997408655583560622e-01,9.995638266873602129e-01,9.975266921655264740e-01,9.981189792919312742e-01
9.963311005627578654e-01,1.000175394887159008e+00,9.997634190149202738e-01,9.980267876548637451e-01,9.965181418977286931e-01,9.977254945379545603e-01,9.996367953732815392e-01,9.997384138613055748e-01,9.984081078419088096e-01,9.986297430088133531e-01
1.003163326136726319e+00,1.003614294203642565e+00,9.990677429756340544e-01,9.947963527621561663e-01,9.924973513833013072e-01,9.969793620606117734e-01,9.974337272660762643e-01,9.986926781167110301e-01,9.972357790657515597e-01,9.988123558474809593e-01
9.988706978239041412e-01,1.000776610258254040e+00,1.001285072713768098e+00,9.966364649234442652e-01,1.001501992363924121e+00,9.958587135209074903e-01,9.990352631053103227e-01,9.986495520708725815e-01,1.002324814323113156e+00,9.992050770186077235e-01
1.002268838510206539e+00,9.949225485283715864e-01,1.003938175359993190e+00,9.991782809849818481e-01,1.001428255252933441e+00,9.969346246605711448e-01,9.964214270225756342e-01,9.988697741869235758e-01,1.000655825396322474e+00,9.979339170409742277e-01
9.929112651904192788e-01,1.002402316923783676e+00,9.942869645709166981e-01,1.006011217092471988e+00,9.911600740546274713e-01,1.003642287210907647e+00,9.987164040141057741e-01,9.999337099104372850e-01,9.961851675534859618e-01,9.997016919527758061e-01
9.912820687477468251e-01,1.001935931069782182e+00,1.006498520636862626e+00,9.993236303838736179e-01,9.966197393605699117e-01,9.957541899264162888e-01,1.001872314294233623e+00,9.992110053158080873e-01,9.989492708385980801e-01,9.980634226587711266e-01
1.005411740576299007e+00,1.003964436720317766e+00,1.002932406525637754e+00,9.981188298364754852e-01,9.952147451378130505e-01,9.975502365482743494e-01,1.000870644839857215e+00,9.996917263687292721e-01,9.975775818820272756e-01,1.000094017633031962e+00
9.979615834744200997e-01,1.002263812211322991e+00,9.982001523115556774e-01,9.961191272483129744e-01,1.002737007847772643e+00,9.985416277870328150e-01,9.989056838089955814e-01,1.002063425984088596e+00,9.988879198112224911e-01,9.992359539442599026e-01
1.003248850334440112e+00,1.000466128644702302e+00,9.994674842981894347e-01,1.001444736092528709e+00,1.002572843953170256e+00,1.002494324248162538e+00,9.984891252505280201e-01,9.969454939681167138e-01,1.000382503902256248e+00,9.998620957832135003e-01
1.001746607897106012e+00,9.998550208268163209e-01,9.945525070345060392e-01,1.000664677903426059e+00,9.962016477141310000e-01,9.969968631493841826e-01,9.966123614039686940e-01,9.998380941980439252e-01,9.991762377907663639e-01,1.000564582154065629e+00
1.004324659452336732e+00,9.962424939573554239e-01,9.990417166377471014e-01,9.966332755714765179e-01,9.966015749495936715e-01,1.000577516474421058e+00,9.999934841932126561e-01,1.000141214487249242e+00,9.980644785171229882e-01,9.971527781193437745e-01
9.960263693618202074e-01,1.002271164068204712e+00,1.002546121542247537e+00,1.005549615969750565e+00,9.998016921209007535e-01,9.985075700980743374e-01,9.987989567803384761e-01,9.987318994302424313e-01,9.989047245958514454e-01,1.000965958124981681e+00
1.007625318913856871e+00,9.970587524936433965e-01,1.000672383012217725e+00,1.004693292553291650e+00,9.963178878181949694e-01,9.962252837609300027e-01,9.988110055983747682e-01,1.001560197288739573e+00,1.000660516912971421e+00,9.986697881005279775e-01
9.971498548826827069e-01,1.005632132585012828e+00,9.987253908980950889e-01,1.001052282449346853e+00,9.978574065692747963e-01,1.003140263426817169e+00,9.987531464692582794e-01,9.967795381216458805e-01,9.997238114385549324e-01,9.997111576605641758e-01
9.993858649123127380e-01,9.986235713380762213e-01,9.986327974215590819e-01,9.981535137457165918e-01,9.955355424161939082e-01,9.962141631616525661e-01,9.972094640609784344e-01,1.000031783639367067e+00,9.983293260601185937e-01,1.001383353364583284e+00
9.972563861870261670e-01,1.002089984026930169e+00,9.954120946104562107e-01,9.943918607299109258e-01,1.000736136287589062e+00,9.975236113583555442e-01,9.981557799689453336e-01,9.977970489144338817e-01,9.985639207271210793e-01,9.996455725738399023e-01
9.983617452194575304e-01,9.964693605721851588e-01,1.004849482522365944e+00,9.943526781263772873e-01,9.951542086642954921e-01,1.003197680095812228e+00,9.966567483162684926e-01,9.981653951957848436e-01,9.992918311030947187e-01,1.000090234738366668e+00
9.980585719228640684e-01,1.000272428571396421e+00,9.988738850157459215e-01,1.005945090733172842e+00,9.930041675959757619e-01,1.001121146913858562e+00,1.000437376644694343e+00,9.996590957654708509e-01,9.973729472683995345e-01,9.999887797845118387e-01
1.004397684338193208e+00,9.985745472074420981e-01,9.971359184912027551e-01,9.961775668596828393e-01,9.997954887665264634e-01,9.950302264887510573e-01,9.979305416299750764e-01,9.992613759788834260e-01,9.998540624896002926e-01,9.999608399382866608e-01
9.963168007601761467e-01,9.974864600701004447e-01,9.998788852996617349e-01,9.983749132700238116e-01,1.001683404606722227e+00,9.964171551797190718e-01,9.987288647472321035e-01,1.001028330720866721e+00,9.973720701038782943e-01,9.985693720180190969e-01
9.950985208952631833e-01,1.001633505462030893e+00,9.919915881530709800e-01,9.964271654174706727e-01,1.002181632956750335e+00,1.005847457844041948e+00,9.951383834592221200e-01,1.000543786466643548e+00,9.999080407225079403e-01,9.988612961928049483e-01
1.000059011247228513e+00,9.990626653312036920e-01,9.980150409019907798e-01,9.991241685862364275e-01,9.921243652521350986e-01,1.006921667197473225e+00,9.975368351433051561e-01,9.992718409608613017e-01,9.981971805844108703e-01,9.990529554085638697e-01
9.980205652458062904e-01,1.002697292885504687e+00,9.973625250586534152e-01,1.004189347297335777e+00,9.927412542471539814e-01,9.972816292225524792e-01,1.000003050661488535e+00,9.987854898831420858e-01,9.988417895236401112e-01,1.000246788907584561e+00
9.967254024272552693e-01,9.974746105250389405e-01,1.001247338807495169e+00,9.956729235626559094e-01,1.002037210010333634e+00,1.000694336199421608e+00,1.000323669981608266e+00,9.991882549724147022e-01,9.984420407545482323e-01,9.996483048517547099e-01
9.986180625712238745e-01,1.005194644174305152e+00,1.001060591728516025e+00,1.000498637686672909e+00,1.007447113724406096e+00,9.975019661509618718e-01,9.987627958585255650e-01,9.990537404025889856e-01,9.999235991355857056e-01,9.991716253309185225e-01
1.004857827337537257e+00,1.003129925203871897e+00,1.001088555270602809e+00,1.000050324974830263e+00,9.997103392682694656e-01,9.995528303017668925e-01,9.966811312875500928e-01,1.002080831287689433e+00,1.002046912826739300e+00,9.999716594582473972e-01
9.950062923297331441e-01,1.000189023212328721e+00,9.955396469742342491e-01,9.922854169062267360e-01,9.960981225560834318e-01,9.987399882810457097e-01,9.973148832523517360e-01,9.985119986416728377e-01,9.967743398693441614e-01,1.000994400468103729e+00
9.957182877215899897e-01,9.986637530092289383e-01,1.001397584298374221e+00,9.994854963066759357e-01,1.000506104408949604e+00,9.985853592269394730e-01,9.971286689251063207e-01,1.001767920756769126e+00,1.000779827406766076e+00,1.000123134722047169e+00
9.981504529907604395e-01,1.000016304434216519e+00,1.005054650438338193e+00,9.937729469708287411e-01,9.996475154227559834e-01,1.000157033766427173e+00,1.000453509080417636e+00,9.967288884630618462e-01,1.001225663848956948e+00,9.964390039500259366e-01
9.980377491606613471e-01,1.003671256464577555e+00,9.993006263679438117e-01,9.994342434465756098e-01,9.983888965167502239e-01,9.979184462972044978e-01,1.001094167587373907e+00,1.000057920381567378e+00,9.970451041727642627e-01,9.999720046485253144e-01
9.961459358899661387e-01,1.002320752568555573e+00,9.982089300006642407e-01,9.988376286686454497e-01,9.975638851587569356e-01,1.000205689357158922e+00,9.983958834936800253e-01,9.986579941717957931e-01,9.967984691392766106e-01,9.999012664970040598e-01
9.946509285697023861e-01,1.008157912436640657e+00,9.964054902264573021e-01,1.003387967292683092e+00,9.990304673465283392e-01,9.985555442870754916e-01,9.999111271614543606e-01,1.000277907294504054e+00,9.987022422172618930e-01,9.984382231733175406e-01
9.965349218306391865e-01,1.003241844951473727e+00,1.005814645809856245e+00,1.008909564235073830e+00,9.960068183392533081e-01,9.947354452751452358e-01,9.948964774241905173e-01,9.972760825922827310e-01,9.979851943924787916e-01,9.982068889069064532e-01
1.000344347131577383e+00,1.002102881266603296e+00,1.007492153903262855e+00,9.952973838134385742e-01,1.000430659457842708e+00,9.973271569965280747e-01,9.997858003885257139e-01,9.990724126997891918e-01,9.981311165096765636e-01,9.964317419941303156e-01
1.003299072480024590e+00,1.004788107323148827e+00,9.984984110357717491e-01,1.002559117984895831e+00,9.930446332041726887e-01,9.999975978125709153e-01,9.968231048058308064e-01,9.996361482217190897e-01,9.984004967222551707e-01,9.993939876698580971e-01
9.989834943177861026e-01,1.002640543989352651e+00,9.955707004130807114e-01,9.978651498878420290e-01,1.001736006812853796e+00,9.981356233433448244e-01,9.990748405661797893e-01,9.975401228328664160e-01,9.966796042727013027e-01,1.000341337588625645e+00
1.002004245148891526e+00,9.993387914490536872e-01,9.979162781564133722e-01,9.927846993844993140e-01,9.986319324567846101e-01,9.940377899647900861e-01,9.996939740790288242e-01,9.979955416952603908e-01,1.001082715027413306e+00,9.955993833271196136e-01
9.992984094370624959e-01,1.000020720986155798e+00,1.001071620648383842e+00,1.001747017155747876e+00,9.966341823799415023e-01,1.000873495156573867e+00,9.995212208909233231e-01,9.961160475989015994e-01,9.981896560890352044e-01,1.001729987918670961e+00
1.004471204691619768e+00,9.962525071064720628e-01,1.000633403268787580e+00,9.975220420110985087e-01,9.981382623203116644e-01,9.973707779765044190e-01,1.000377144087875481e+00,9.998782751862205220e-01,9.974826761357270533e-01,9.978759420619907061e-01
9.949871933802297841e-01,1.001120479813076614e+00,9.991213360924696696e-01,9.963215977966851655e-01,1.000546250728250097e+00,1.001192694965298058e+00,9.983489062454647955e-01,9.995735990357997869e-01,9.981308492807819954e-01,9.989618879858249700e-01
9.993665483727148802e-01,1.000759413825944577e+00,9.973243452509313878e-01,1.006446496575330363e+00,9.999995122913496459e-01,9.988091671155944207e-01,9.993044696281597750e-01,1.001635692839027758e+00,9.992265091478913508e-01,1.000672563201764120e+00
9.967717221305057995e-01,9.985506077748961262e-01,9.987595429150796233e-01,9.988590926470410913e-01,9.992926234962548060e-01,9.911327551009017078e-01,9.971139561266724183e-01,1.000560432418529100e+00,9.986239877105990148e-01,1.000587648433687304e+00
1.001726748493097396e+00,1.007526304743931345e+00,9.971566682975256946e-01,9.993585166152788579e-01,9.959889181414801618e-01,9.993433363094983424e-01,9.962461431571806303e-01,9.989158523432135617e-01,9.985811807294241449e-01,9.971724715267955563e-01
